AgeRange,Age_0_4,Age_0_9,Age_10_19,Age_15_24,Age_20_29,Age_25_34,Age_30_39,Age_35_44,Age_40_49,Age_45_54,Age_50_59,Age_55_64,Age_5_14,Age_60_69,Age_65_74,Age_70_79,Age_75_84,Age_80plus,Age_85plus,Age_Unkn,Age_Unknown,AverageAge,COUNTYN,C_AgeAvrg,C_AgeMedian,C_AgeRange,C_Age_0_4,C_Age_0_9,C_Age_10_19,C_Age_15_24,C_Age_20_29,C_Age_25_34,C_Age_30_39,C_Age_35_44,C_Age_40_49,C_Age_45_54,C_Age_50_59,C_Age_55_64,C_Age_5_14,C_Age_60_69,C_Age_65_74,C_Age_70_79,C_Age_75_84,C_Age_80plus,C_Age_85plus,C_Age_Unkn,C_AllResTypes,C_CaseDate,C_EDYes_NonRes,C_EDYes_Res,C_ED_NO,C_ED_NoData,C_ED_Yes,C_FLRes,C_FLResDeaths,C_FLResOut,C_Female,C_HispanicNO,C_HispanicUnk,C_HispanicYES,C_HospYes_NonRes,C_HospYes_Res,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,C_Male,C_Men,C_NonResDeaths,C_NotFLRes,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_RaceWhite,C_SexUnkn,C_Women,CasesAll,ContactNo,ContactUnknown,ContactYes,Counts,County,DEPCODE,Deaths,ED_No,ED_Unknown,ED_Yes,EverMon,FL.resident,FLResDeaths,GenderFemale,GenderMale,GenderUnknown,HospitalizedNo,HospitalizedUnknown,HospitalizedYes,LabResultsYes,MonNow,Non.FL.resident,Not.diagnosed.isolated.in.FL,OBJECTID,PUIAgeAvrg,PUIAgeMedian,PUIAgeRange,PUIContNo,PUIContUnkn,PUIContYes,PUIED_NO,PUIED_NoData,PUIED_Yes,PUIFLRes,PUIFLResOut,PUIFemale,PUIHosp_No,PUIHosp_Nodata,PUIHosp_Yes,PUILab_Yes,PUIMale,PUINotFLRes,PUISexUnkn,PUITravelNo,PUITravelUnkn,PUITravelYes,PUIsTotal,State,TInconc,TNegative,TPending,TPositive,T_LabDOH_NonRes,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabPrivate_Res,T_NegNotFLRes,T_NegRes,T_PercentPositive,T_Total_Res,T_negative,T_positive,T_total,TravelNo,TravelUnknown,TravelYes,file,sheet,date_merge,country_code,admin_level,admin1,admin2,fips,samples,m50,m50_index
,3.0,,,4.0,,6.0,,17.0,,5.0,,8.0,2.0,,14.0,,5.0,,0.0,1.0,,,29.0,66.0,,66 to 66,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,1.0,,0.0,,0.0,0.0,1.0,,,,0.0,0.0,1.0,,,,,,,,,,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,Dixie,15.0,,,,,,,0.0,,,,,,,,,,,26.0,47,,0 to 82,7.0,2.0,0.0,,,,65.0,0.0,35.0,,,,65.0,30.0,0.0,0.0,7.0,58.0,0.0,65.0,FL,0.0,64,0,1,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Dixie County,12029,147,0.83,7
,107.0,,,549.0,,1344.0,,1263.0,,1231.0,,1104.0,127.0,,766.0,,419.0,,346.0,18.0,,,31.0,51.0,,1 to 97,2.0,,,31.0,,63.0,,66.0,,70.0,,72.0,3.0,,49.0,,35.0,,22.0,1.0,402.0,,,,32.0,340.0,42.0,,,,,,,,,,66.0,304.0,44.0,,,0.0,,,,,,,,,,,,,Duval,16.0,,,,,,,9.0,,,,,,,,,,,36.0,48,,0 to 103,229.0,100.0,164.0,,,,7236.0,0.0,4166.0,,,,7140.0,2698.0,38.0,410.0,162.0,7070.0,42.0,7274.0,FL,2.0,6724,134,414,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Duval County,12031,12190,0.046,0
,66.0,,,186.0,,325.0,,261.0,,266.0,,250.0,55.0,,165.0,,87.0,,22.0,0.0,,,33.0,43.0,,2 to 94,1.0,,,23.0,,23.0,,21.0,,18.0,,16.0,1.0,,13.0,,8.0,,1.0,0.0,118.0,,,,61.0,47.0,17.0,,,,,,,,,,81.0,35.0,9.0,,,0.0,,,,,,,,,,,,,Escambia,17.0,,,,,,,1.0,,,,,,,,,,,63.0,43,,0 to 100,62.0,48.0,22.0,,,,1504.0,0.0,1023.0,,,,1681.0,651.0,179.0,9.0,71.0,1571.0,41.0,1683.0,FL,0.0,1556,2,125,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Escambia County,12033,6804,0.233,3
,4.0,,,18.0,,44.0,,55.0,,57.0,,75.0,3.0,,87.0,,38.0,,12.0,1.0,,,35.0,58.0,,17 to 77,0.0,,,1.0,,2.0,,2.0,,4.0,,11.0,0.0,,8.0,,2.0,,0.0,0.0,28.0,,,,19.0,3.0,8.0,,,,,,,,,,23.0,2.0,5.0,,,0.0,,,,,,,,,,,,,Flagler,18.0,,,,,,,1.0,,,,,,,,,,,59.0,54,,0 to 93,5.0,54.0,17.0,,,,390.0,0.0,214.0,,,,394.0,152.0,4.0,28.0,23.0,350.0,21.0,394.0,FL,2.0,362,0,30,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Flagler County,12035,2280,0.033,0
,0.0,,,3.0,,3.0,,1.0,,4.0,,9.0,1.0,,4.0,,4.0,,0.0,0.0,,,37.0,42.0,,25 to 60,0.0,,,0.0,,1.0,,0.0,,0.0,,1.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,,,,2.0,0.0,0.0,,,,,,,,,,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,Franklin,19.0,,,,,,,0.0,,,,,,,,,,,65.0,53,,7 to 84,7.0,2.0,0.0,,,,28.0,0.0,13.0,,,,29.0,15.0,1.0,1.0,4.0,22.0,3.0,29.0,FL,0.0,27,0,2,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Franklin County,12037,237,0.519,11
,4.0,,,4.0,,12.0,,7.0,,20.0,,10.0,0.0,,12.0,,6.0,,1.0,1.0,,,39.0,50.0,,32 to 81,0.0,,,0.0,,2.0,,0.0,,1.0,,0.0,0.0,,0.0,,1.0,,0.0,0.0,4.0,,,,2.0,2.0,0.0,,,,,,,,,,3.0,1.0,0.0,,,0.0,,,,,,,,,,,,,Gadsden,20.0,,,,,,,0.0,,,,,,,,,,,9.0,49,,0 to 90,2.0,5.0,4.0,,,,76.0,1.0,49.0,,,,77.0,27.0,0.0,1.0,5.0,67.0,5.0,77.0,FL,0.0,73,0,4,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Gadsden County,12039,1021,0.16699999999999998,1
,3.0,,,9.0,,7.0,,13.0,,7.0,,7.0,1.0,,7.0,,7.0,,2.0,0.0,,,41.0,,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,Gilchrist,21.0,,,,,,,0.0,,,,,,,,,,,1.0,45,,0 to 89,1.0,2.0,0.0,,,,63.0,0.0,36.0,,,,63.0,27.0,0.0,0.0,5.0,58.0,0.0,63.0,FL,0.0,63,0,0,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Gilchrist County,12041,222,1.22,7
,0.0,,,0.0,,3.0,,2.0,,3.0,,1.0,0.0,,3.0,,1.0,,2.0,0.0,,,43.0,67.0,,30 to 89,0.0,,,0.0,,1.0,,0.0,,0.0,,0.0,0.0,,1.0,,1.0,,1.0,0.0,4.0,,,,0.0,1.0,3.0,,,,,,,,,,1.0,0.0,3.0,,,0.0,,,,,,,,,,,,,Glades,22.0,,,,,,,1.0,,,,,,,,,,,55.0,55,,26 to 90,1.0,1.0,2.0,,,,15.0,0.0,5.0,,,,15.0,9.0,0.0,1.0,4.0,11.0,0.0,15.0,FL,0.0,11,0,4,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Glades County,12043,178,0.076,0
,3.0,,,2.0,,6.0,,8.0,,8.0,,12.0,2.0,,8.0,,3.0,,0.0,0.0,,,45.0,42.0,,42 to 42,0.0,,,0.0,,0.0,,1.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,,,,0.0,0.0,1.0,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,Gulf,23.0,,,,,,,0.0,,,,,,,,,,,38.0,47,,1 to 77,15.0,17.0,1.0,,,,50.0,0.0,30.0,,,,52.0,22.0,2.0,0.0,21.0,23.0,8.0,52.0,FL,0.0,51,0,1,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Gulf County,12045,192,0.63,7
,0.0,,,7.0,,1.0,,8.0,,5.0,,10.0,1.0,,2.0,,5.0,,2.0,0.0,,,47.0,,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,Hamilton,24.0,,,,,,,0.0,,,,,,,,,,,14.0,50,,11 to 93,8.0,1.0,4.0,,,,39.0,0.0,19.0,,,,40.0,19.0,2.0,3.0,9.0,31.0,1.0,41.0,FL,0.0,40,1,0,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Hamilton County,12047,153,13.936,60
,2.0,,,1.0,,7.0,,5.0,,5.0,,8.0,1.0,,9.0,,1.0,,1.0,0.0,,,49.0,56.0,,39 to 73,0.0,,,0.0,,0.0,,1.0,,0.0,,0.0,0.0,,1.0,,0.0,,0.0,0.0,1.0,,,,0.0,1.0,1.0,,,,,,,,,,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,Hardee,25.0,,,,,,,0.0,,,,,,,,,,,23.0,49,,0 to 89,1.0,2.0,0.0,,,,38.0,0.0,22.0,,,,40.0,17.0,2.0,1.0,1.0,37.0,2.0,40.0,FL,0.0,38,0,2,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Hardee County,12049,422,1.4169999999999998,11
,2.0,,,7.0,,22.0,,21.0,,14.0,,24.0,4.0,,14.0,,9.0,,6.0,0.0,,,51.0,41.0,,28 to 70,0.0,,,0.0,,3.0,,2.0,,1.0,,0.0,0.0,,1.0,,0.0,,0.0,0.0,7.0,,,,4.0,1.0,2.0,,,,,,,,,,4.0,1.0,2.0,,,0.0,,,,,,,,,,,,,Hendry,26.0,,,,,,,0.0,,,,,,,,,,,60.0,49,,1 to 90,8.0,4.0,2.0,,,,122.0,0.0,71.0,,,,123.0,48.0,1.0,4.0,10.0,112.0,1.0,123.0,FL,0.0,116,0,7,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Hendry County,12051,601,0.508,5
,10.0,,,48.0,,87.0,,80.0,,87.0,,117.0,12.0,,97.0,,45.0,,18.0,0.0,,,53.0,51.0,,19 to 85,0.0,,,3.0,,9.0,,3.0,,4.0,,8.0,0.0,,9.0,,3.0,,1.0,0.0,38.0,,,,25.0,3.0,12.0,,,,,,,,,,32.0,0.0,8.0,,,0.0,,,,,,,,,,,,,Hernando,27.0,,,,,,,0.0,,,,,,,,,,,33.0,50,,0 to 97,40.0,66.0,35.0,,,,592.0,0.0,360.0,,,,599.0,237.0,9.0,4.0,77.0,496.0,28.0,601.0,FL,1.0,558,2,40,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Hernando County,12053,4057,0.035,0
,11.0,,,14.0,,43.0,,36.0,,38.0,,38.0,1.0,,40.0,,30.0,,9.0,2.0,,,55.0,52.0,,0 to 85,1.0,,,3.0,,7.0,,2.0,,4.0,,4.0,0.0,,6.0,,6.0,,1.0,0.0,33.0,,,,10.0,7.0,17.0,,,,,,,,,,17.0,8.0,9.0,,,0.0,,,,,,,,,,,,,Highlands,28.0,,,,,,,2.0,,,,,,,,,,,45.0,50,,0 to 95,16.0,39.0,14.0,,,,258.0,0.0,146.0,,,,259.0,94.0,4.0,22.0,16.0,234.0,12.0,262.0,FL,2.0,223,3,34,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Highlands County,12055,1959,0.054000000000000006,0
,242.0,,,745.0,,1443.0,,1393.0,,1237.0,,1166.0,195.0,,837.0,,412.0,,186.0,5.0,,,57.0,44.0,,0 to 93,5.0,,,70.0,,94.0,,91.0,,100.0,,78.0,11.0,,49.0,,24.0,,6.0,0.0,513.0,,,,163.0,221.0,144.0,,,,,,,,,,348.0,101.0,79.0,,,0.0,,,,,,,,,,,,,Hillsborough,29.0,,,,,,,5.0,,,,,,,,,,,20.0,45,,0 to 110,263.0,227.0,198.0,,,,7775.0,0.0,4664.0,,,,7855.0,3157.0,86.0,40.0,301.0,7385.0,175.0,7861.0,FL,7.0,7320,6,528,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Hillsborough County,12057,29805,0.035,0
,4.0,,,3.0,,8.0,,4.0,,10.0,,10.0,2.0,,7.0,,4.0,,1.0,1.0,,,59.0,27.0,,27 to 27,0.0,,,0.0,,1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,,,,0.0,0.0,1.0,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,Holmes,30.0,,,,,,,0.0,,,,,,,,,,,18.0,47,,0 to 100,0.0,2.0,0.0,,,,54.0,0.0,32.0,,,,51.0,17.0,0.0,5.0,1.0,52.0,1.0,54.0,FL,0.0,50,3,1,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Holmes County,12059,289,4.419,23
,8.0,,,35.0,,54.0,,61.0,,93.0,,124.0,9.0,,137.0,,79.0,,33.0,1.0,,,61.0,57.0,,8 to 88,0.0,,,2.0,,6.0,,2.0,,10.0,,9.0,1.0,,13.0,,8.0,,1.0,0.0,46.0,,,,24.0,3.0,25.0,,,,,,,,,,40.0,2.0,10.0,,,0.0,,,,,,,,,,,,,Indian River,31.0,,,,,,,0.0,,,,,,,,,,,61.0,56,,0 to 105,51.0,18.0,33.0,,,,624.0,0.0,379.0,,,,617.0,247.0,10.0,8.0,57.0,535.0,42.0,634.0,FL,0.0,565,17,52,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Indian River County,12061,2673,0.042,0
,1.0,,,12.0,,22.0,,16.0,,19.0,,18.0,0.0,,12.0,,9.0,,2.0,0.0,,,63.0,32.0,,28 to 38,0.0,,,0.0,,3.0,,1.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,3.0,,,,3.0,0.0,1.0,,,,,,,,,,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,Jackson,32.0,,,,,,,0.0,,,,,,,,,,,52.0,47,,2 to 86,18.0,13.0,8.0,,,,109.0,0.0,68.0,,,,110.0,41.0,2.0,2.0,18.0,77.0,16.0,111.0,FL,1.0,105,1,4,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Jackson County,12063,865,3.0189999999999997,18
,2.0,,,1.0,,1.0,,4.0,,4.0,,10.0,2.0,,0.0,,2.0,,0.0,0.0,,,65.0,76.0,,76 to 76,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,,0.0,0.0,1.0,,,,0.0,0.0,1.0,,,,,,,,,,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,Jefferson,33.0,,,,,,,0.0,,,,,,,,,,,11.0,45,,1 to 76,1.0,1.0,0.0,,,,26.0,0.0,11.0,,,,26.0,15.0,0.0,0.0,2.0,24.0,0.0,26.0,FL,0.0,25,0,1,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Jefferson County,12065,286,0.327,1
,1.0,,,3.0,,2.0,,6.0,,2.0,,2.0,0.0,,4.0,,1.0,,2.0,0.0,,,67.0,,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,Lafayette,34.0,,,,,,,0.0,,,,,,,,,,,37.0,48,,0 to 86,4.0,8.0,0.0,,,,23.0,0.0,12.0,,,,23.0,11.0,0.0,0.0,5.0,18.0,0.0,23.0,FL,0.0,23,0,0,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Lafayette County,12067,236,0.41100000000000003,2
,60.0,,,133.0,,256.0,,217.0,,299.0,,305.0,32.0,,277.0,,232.0,,69.0,2.0,,,69.0,59.0,,17 to 86,0.0,,,4.0,,4.0,,10.0,,19.0,,22.0,0.0,,25.0,,16.0,,1.0,0.0,94.0,,,,19.0,46.0,36.0,,,,,,,,,,42.0,38.0,21.0,,,0.0,,,,,,,,,,,,,Lake,35.0,,,,,,,2.0,,,,,,,,,,,27.0,51,,0 to 101,46.0,48.0,67.0,,,,1866.0,0.0,1096.0,,,,1872.0,755.0,16.0,31.0,71.0,1771.0,40.0,1882.0,FL,5.0,1766,10,101,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Lake County,12069,8928,0.033,0
,55.0,,,237.0,,523.0,,532.0,,628.0,,647.0,42.0,,612.0,,389.0,,125.0,2.0,,,71.0,56.0,,10 to 100,0.0,,,18.0,,47.0,,45.0,,52.0,,67.0,1.0,,75.0,,58.0,,13.0,0.0,356.0,,,,111.0,191.0,74.0,,,,,,,,,,143.0,167.0,66.0,,,0.0,,,,,,,,,,,,,Lee,36.0,,,,,,,11.0,,,,,,,,,,,46.0,52,,0 to 100,93.0,44.0,238.0,,,,3760.0,1.0,2214.0,,,,3776.0,1506.0,31.0,72.0,250.0,3476.0,66.0,3792.0,FL,0.0,3400,16,376,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Lee County,12071,15239,0.043,0
,30.0,,,145.0,,183.0,,149.0,,154.0,,161.0,23.0,,106.0,,46.0,,13.0,0.0,,,73.0,43.0,,19 to 86,0.0,,,4.0,,10.0,,12.0,,6.0,,6.0,0.0,,4.0,,0.0,,1.0,0.0,40.0,,,,21.0,1.0,21.0,,,,,,,,,,34.0,1.0,8.0,,,0.0,,,,,,,,,,,,,Leon,37.0,,,,,,,0.0,,,,,,,,,,,10.0,43,,0 to 95,24.0,20.0,26.0,,,,1004.0,1.0,591.0,,,,1006.0,402.0,5.0,17.0,28.0,949.0,33.0,1010.0,FL,0.0,963,4,43,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Leon County,12073,4906,0.128,2
,4.0,,,12.0,,22.0,,18.0,,28.0,,17.0,7.0,,26.0,,14.0,,4.0,0.0,,,75.0,57.0,,48 to 64,0.0,,,0.0,,0.0,,0.0,,1.0,,3.0,0.0,,0.0,,0.0,,0.0,0.0,4.0,,,,1.0,2.0,1.0,,,,,,,,,,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,Levy,38.0,,,,,,,0.0,,,,,,,,,,,28.0,48,,0 to 118,7.0,11.0,2.0,,,,152.0,0.0,103.0,,,,152.0,49.0,0.0,0.0,18.0,134.0,0.0,152.0,FL,0.0,148,0,4,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Levy County,12075,943,0.121,0
,3.0,,,5.0,,5.0,,5.0,,11.0,,8.0,0.0,,9.0,,5.0,,2.0,0.0,,,79.0,47.0,,23 to 66,0.0,,,2.0,,0.0,,0.0,,2.0,,2.0,0.0,,1.0,,0.0,,0.0,0.0,6.0,,,,4.0,0.0,3.0,,,,,,,,,,6.0,0.0,1.0,,,0.0,,,,,,,,,,,,,Madison,40.0,,,,,,,0.0,,,,,,,,,,,12.0,50,,2 to 88,6.0,1.0,5.0,,,,52.0,0.0,32.0,,,,52.0,17.0,1.0,4.0,9.0,41.0,3.0,53.0,FL,0.0,45,1,7,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Madison County,12079,319,2.763,15
,15.0,,,52.0,,106.0,,115.0,,159.0,,160.0,15.0,,145.0,,83.0,,39.0,2.0,,,81.0,56.0,,14 to 86,0.0,,,4.0,,14.0,,14.0,,27.0,,21.0,2.0,,30.0,,21.0,,2.0,0.0,135.0,,,,4.0,111.0,20.0,,,,,,,,,,45.0,62.0,28.0,,,0.0,,,,,,,,,,,,,Manatee,41.0,,,,,,,3.0,,,,,,,,,,,21.0,52,,0 to 100,60.0,49.0,32.0,,,,885.0,0.0,526.0,,,,888.0,342.0,6.0,23.0,80.0,796.0,15.0,891.0,FL,0.0,753,3,135,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Manatee County,12081,6229,0.036000000000000004,0
,22.0,,,100.0,,124.0,,143.0,,171.0,,200.0,17.0,,216.0,,107.0,,48.0,3.0,,,83.0,50.0,,19 to 88,0.0,,,3.0,,7.0,,6.0,,11.0,,11.0,0.0,,7.0,,1.0,,1.0,0.0,44.0,,,,32.0,3.0,12.0,,,,,,,,,,39.0,2.0,6.0,,,0.0,,,,,,,,,,,,,Marion,42.0,,,,,,,0.0,,,,,,,,,,,24.0,52,,0 to 99,218.0,330.0,64.0,,,,1146.0,0.0,681.0,,,,996.0,442.0,5.0,28.0,55.0,1045.0,51.0,1151.0,FL,0.0,949,155,47,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Marion County,12083,6306,0.043,0
,11.0,,,34.0,,69.0,,75.0,,98.0,,115.0,6.0,,131.0,,82.0,,38.0,0.0,,,85.0,57.0,,20 to 84,0.0,,,4.0,,5.0,,3.0,,11.0,,15.0,0.0,,10.0,,12.0,,0.0,0.0,57.0,,,,25.0,14.0,21.0,,,,,,,,,,37.0,11.0,12.0,,,0.0,,,,,,,,,,,,,Martin,43.0,,,,,,,0.0,,,,,,,,,,,19.0,55,,1 to 99,26.0,17.0,26.0,,,,656.0,0.0,368.0,,,,655.0,270.0,3.0,21.0,32.0,602.0,25.0,659.0,FL,0.0,595,4,60,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Martin County,12085,3229,0.063,0
,5.0,,,29.0,,61.0,,74.0,,86.0,,95.0,4.0,,72.0,,23.0,,12.0,0.0,,,87.0,49.0,,19 to 80,0.0,,,5.0,,7.0,,4.0,,10.0,,7.0,0.0,,5.0,,5.0,,0.0,0.0,37.0,,,,14.0,19.0,10.0,,,,,,,,,,32.0,4.0,7.0,,,0.0,,,,,,,,,,,,,Monroe,44.0,,,,,,,2.0,,,,,,,,,,,49.0,50,,0 to 92,96.0,134.0,29.0,,,,439.0,0.0,266.0,,,,391.0,192.0,22.0,3.0,56.0,353.0,52.0,461.0,FL,0.0,348,70,43,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Monroe County,12087,1250,0.053,1
,3.0,,,29.0,,61.0,,59.0,,61.0,,75.0,6.0,,48.0,,33.0,,7.0,0.0,,,89.0,55.0,,24 to 84,0.0,,,1.0,,3.0,,3.0,,2.0,,4.0,0.0,,6.0,,2.0,,0.0,0.0,21.0,,,,7.0,5.0,9.0,,,,,,,,,,17.0,0.0,4.0,,,0.0,,,,,,,,,,,,,Nassau,45.0,,,,,,,0.0,,,,,,,,,,,54.0,49,,1 to 92,18.0,8.0,10.0,,,,378.0,0.0,230.0,,,,382.0,130.0,4.0,22.0,16.0,350.0,16.0,382.0,FL,0.0,361,0,21,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Nassau County,12089,2834,0.402,2
,24.0,,,38.0,,94.0,,87.0,,78.0,,87.0,19.0,,54.0,,31.0,,9.0,1.0,,,91.0,52.0,,3 to 87,1.0,,,2.0,,12.0,,9.0,,8.0,,10.0,0.0,,9.0,,10.0,,1.0,0.0,59.0,,,,36.0,4.0,22.0,,,,,,,,,,54.0,0.0,8.0,,,0.0,,,,,,,,,,,,,Okaloosa,46.0,,,,,,,1.0,,,,,,,,,,,4.0,45,,0 to 93,56.0,20.0,71.0,,,,517.0,1.0,311.0,,,,497.0,197.0,4.0,14.0,77.0,404.0,41.0,522.0,FL,0.0,435,25,62,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Okaloosa County,12091,3950,0.064,0
,5.0,,,13.0,,16.0,,20.0,,20.0,,24.0,7.0,,13.0,,11.0,,3.0,1.0,,,93.0,49.0,,33 to 74,0.0,,,0.0,,1.0,,1.0,,0.0,,0.0,0.0,,1.0,,0.0,,0.0,0.0,2.0,,,,0.0,3.0,0.0,,,,,,,,,,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,Okeechobee,47.0,,,,,,,0.0,,,,,,,,,,,64.0,46,,0 to 97,27.0,2.0,1.0,,,,130.0,0.0,63.0,,,,131.0,57.0,3.0,13.0,24.0,102.0,7.0,133.0,FL,0.0,128,2,3,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Okeechobee County,12093,694,0.17600000000000002,2
,280.0,,,646.0,,1331.0,,1322.0,,1183.0,,1007.0,207.0,,699.0,,364.0,,165.0,1.0,,,95.0,47.0,,0 to 101,8.0,,,54.0,,122.0,,126.0,,145.0,,122.0,6.0,,63.0,,30.0,,13.0,0.0,647.0,,,,117.0,397.0,175.0,,,,,,,,,,229.0,372.0,88.0,,,0.0,,,,,,,,,,,,,Orange,48.0,,,,,,,8.0,,,,,,,,,,,31.0,44,,0 to 101,205.0,115.0,136.0,,,,7036.0,1.0,4142.0,,,,7193.0,3033.0,168.0,30.0,219.0,6867.0,119.0,7205.0,FL,3.0,6501,12,689,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Orange County,12095,27821,0.028999999999999998,0
,25.0,,,130.0,,297.0,,298.0,,270.0,,239.0,40.0,,178.0,,90.0,,19.0,3.0,,,97.0,50.0,,0 to 91,1.0,,,14.0,,26.0,,37.0,,48.0,,46.0,2.0,,32.0,,13.0,,1.0,0.0,216.0,,,,77.0,52.0,91.0,,,,,,,,,,114.0,48.0,58.0,,,0.0,,,,,,,,,,,,,Osceola,49.0,,,,,,,4.0,,,,,,,,,,,44.0,46,,0 to 97,184.0,52.0,169.0,,,,1579.0,0.0,925.0,,,,1507.0,654.0,10.0,10.0,236.0,1232.0,121.0,1589.0,FL,0.0,1287,82,220,,,,,,,,,,,,,,,HistoricalData_April2020,04_05_2020,2020-04-05,US,2,Florida,Osceola County,12097,8845,0.028999999999999998,0
